Tmdbid,Title,Genre1,Genre2,Genre3,Genre4,Genre5,TmdbVote,Keywords
29756,13 Ghosts,Horror,,,,,5.8,"mask,museum,haunted house,revenge,murder,ouija board,mansion,seance"
613835,13 Graves,Horror,,,,,5,"hitman,grave,gangster,forest,woods,murder"
300671,13 Hours: The Secret Soldiers of Benghazi,War,Action,History,Thriller,Drama,7.2,"cia,based on novel or book,assault rifle,mercenary,libya,biography,based on a true story,heroism,explosion,american abroad,death,21st century,u.s. ambassador"
155084,13 Sins,Horror,Thriller,,,,6.2,"hotel,detective,hostage,blackmail,new orleans, louisiana,coffee shop,arrest,car chase,game,unemployment,warehouse,dare,desperate"
226269,13/13/13,Horror,,,,,4.1,"insanity,blood splatter,apocalypse,crazy,demon,death,number 13"
95757,1313: UFO Invasion,Science Fiction,,,,,2.4,"ufo,alien,alien invasion"
34179,14 Blades,Drama,Action,Thriller,,,6.4,"martial arts,sword fight,wuxia,17th century"
534235,14 Cameras,Horror,Thriller,,,,5.2,"hidden camera,vacation,swimming pool,sequel,murder,voyeurism,rental"
3021,1408,Horror,,,,,6.6,"new york city,hotel,fire,loss of loved one,hotel room,husband wife relationship,window,door,haunted house,research,ghost world,painting,telephone"
1492,1492: Conquest of Paradise,Action,Adventure,Drama,History,,6.1,"indigenous,discovery of america,the new world,christopher columbus,15th century"
2749,15 Minutes,Action,Crime,Thriller,,,5.8,"new york city,prison,detective,airport,prisoner,paranoia,police,revenge,video camera,fear,violence,criminal,police detective,death,nypd,news report"
484638,15 Minutes of War,War,Action,Drama,History,,6.7,"terrorist,terrorist group"
76349,1911,Adventure,Drama,Action,History,War,5.6,"martial arts,sword,revolution,blood,gunfight,brutality,combat"
530915,1917,War,Drama,Action,Thriller,,7.9,"world war i,british army,race against time,soldier,trenches,1910s,trench warfare,collection,no man's land"
452507,1922,Crime,Drama,Horror,History,,5.9,"based on novel or book,parent child relationship,secret,ranch,hallucination,haunted house,greed,murder,haunting,blood,corpse,guilt,vengeful ghost,farmer,stealing money,hidden corpse,rat,guilty conscience"
11519,1941,Action,Comedy,War,,,5.9,"submarine,california,world war ii,war ship,pearl harbor,panic,satire,los angeles, california,1940s,anarchic comedy"
1984,1984,Science Fiction,Drama,,,,6.6,"based on novel or book,television,future,dystopia,totalitarianism"
61755,1990: The Bronx Warriors,Action,Science Fiction,,,,4.7,"street gang,gang war,nanar"
611605,1BR,Thriller,Drama,Horror,,,6.3,"cat,cult,murder,brainwashing,los angeles, california,torture,apartment building,apartment,estranged father,father daughter relationship"
136400,2 Guns,Action,Comedy,Crime,,,6.5,"undercover,undercover agent,based on comic,money,fugitive,bank robbery,dea agent"
410270,2 Jennifer,Action,Horror,,,,3.9,found footage
391975,2 Lava 2 Lantula!,Horror,Science Fiction,Thriller,,,5,"florida,monster,lava,volcano,giant spider,sequel,film in film,disaster,tarantula,mutant animal,havoc,movie set,sinkholes"
373449,2.0,Action,Science Fiction,,,,6,"monster,ornithology,revenge,robot,scientist,humanoid robot"
269795,2:22,Drama,Thriller,Romance,Science Fiction,Mystery,5.9,"new york city,artist,murder,premonition,grand central station,air traffic controller"
15096,20 Million Miles to Earth,Science Fiction,,,,,6.3,"italy,rome, italy,elephant,space travel,fishing village,part stop motion,military officer,military,venus the planet,scientific expedition,alien monster,space exploration,extraterrestrial animal,spaceship crash,woman medical student,lone survivor"
14642,20 Years After,Drama,Fantasy,Science Fiction,,,3,"post-apocalyptic future,dystopia"
2965,"20,000 Leagues Under the Sea",Adventure,Action,Science Fiction,,,5,"submarine,based on novel or book,professor,shipwreck,sailor,captain nemo"
173,"20,000 Leagues Under the Sea",Adventure,Drama,Family,Fantasy,Science Fiction,7,"diving,ocean,submarine,jules verne,captain,atlantis,deep sea,war ship,diving suit,harpoon,ship,scuba diving,underwater,scuba,captain nemo,giant  squid"
30266,"20,000 Leagues Under the Sea",Adventure,Drama,Action,Science Fiction,,6.5,revenge
27645,200 Motels,Fantasy,Comedy,Documentary,Science Fiction,Music,5.9,"surreal,groupie,tour,music band"
10845,2001 Maniacs,Comedy,Horror,,,,5.2,"southern usa,hunting human beings,horror,slaughter,gore,violence,american civil war"
62,2001: A Space Odyssey,Science Fiction,Mystery,Adventure,,,8.1,"moon,jupiter,artificial intelligence,man vs machine,technology,super computer,space travel,space mission,moon base,astronaut,cult film,evolution,monolith,space station,space opera,2000s"
7290,2001: A Space Travesty,Comedy,Science Fiction,,,,4.3,"clone,u.s. president,intelligence,alien,spoof,moon base,stolen identity,undercover operation,2000s"
4437,2010,Thriller,Science Fiction,,,,6.7,"jupiter,super computer,space travel,space mission,ghost ship,sequel,space,astronaut,monolith,near future"
50053,2010: Moby Dick,Action,Adventure,Drama,Horror,Science Fiction,3.2,balene
14161,2012,Action,Adventure,Science Fiction,,,5.8,"civilization,race against time,natural disaster,maya civilization,end of the world,disaster,apocalypse,destruction,volcanic eruption,ark,solar"
16266,2012 Doomsday,Action,Adventure,Fantasy,Horror,Science Fiction,3,"mexico,dystopia,faith,apocalypse,21st century"
59722,2012: Ice Age,Action,Adventure,Science Fiction,,,4.2,"ice age,natural disaster"
37059,2012: Supernova,Action,Science Fiction,,,,4,natural disaster
23807,2019: After the Fall of New York,Action,Horror,Science Fiction,,,5.4,"new york city,cyborg,martial arts,post-apocalyptic future,dystopia,murder"
448916,2036 Origin Unknown,Science Fiction,,,,,4.8,"artificial intelligence,planet mars,investigation,crash,mysterious object"
473072,2036: Nexus Dawn,Science Fiction,Thriller,,,,7,"prohibition era,dystopia,cyberpunk,entrepreneur,short"
844,2046,Fantasy,Drama,Science Fiction,Romance,,7.2,"lovesickness,sexuality,regret,android,soulmates,based on novel or book,jealousy,symbolism,love of one's life,melancholy,nostalgia,womanizer,murder,author,hong kong,train,break-up,illegal prostitution,extramarital affair,sensuality"
277399,2047: Sights of Death,Action,Thriller,Science Fiction,,,2.9,post-apocalyptic future
475759,2048: Nowhere to Run,Science Fiction,Thriller,Action,,,6.9,"fight,dystopia,cyberpunk,farmer,haggling,short"
583911,2050,Drama,Science Fiction,Comedy,,,4.4,"artificial intelligence,marriage,superhero,robot"
36683,20th Century Boys 1: Beginning of the End,Science Fiction,Adventure,Mystery,,,6.6,"london, england,bangkok,cult,osaka japan,tokyo, japan,based on manga,anime"
25114,20th Century Boys 2: The Last Hope,Science Fiction,Adventure,Mystery,,,6.9,"cult,based on manga,anime"
39123,20th Century Boys 3: Redemption,Adventure,Mystery,Science Fiction,,,7.1,"cult,based on manga,anime"
535292,21 Bridges,Crime,Action,Drama,,,6.8,"detective,subway,hostage,thriller,shootout,police officer killed,violence,nypd,one night,neo-noir,manhunt"
64688,21 Jump Street,Action,Comedy,Crime,,,6.9,"male friendship,investigation,high school,parody,crude humor,undercover cop,buddy cop,buddy comedy,duringcreditsstinger"
500919,211,Crime,Action,Drama,,,5,"pregnancy,police,based on a true story,murder,bank robbery,bank heist"
187017,22 Jump Street,Crime,Comedy,Action,,,6.9,"high school,undercover cop,buddy comedy,aftercreditsstinger,duringcreditsstinger"
415671,2307: Winter's Dream,Science Fiction,,,,,4.4,"post-apocalyptic future,mein kampf,assassination team"
368006,24,Action,Science Fiction,Thriller,,,7.3,time travel
470114,24 Hours to Live,Action,Science Fiction,Thriller,Mystery,,5.8,"assassin,hallucination,south africa,reincarnation,interpol,shooting,flashback,redemption,deadline,child kidnapping"
137145,247°F,Horror,Thriller,,,,5.3,"lake,sauna,fireworks,cabin,heat,beer,based on a true story,friends,marijuana,drugs,swimming,steam room,locked up"
170,28 Days Later,Horror,Thriller,Science Fiction,,,7.2,"london, england,taxi,manchester city,submachine gun,gas station,survivor,daughter,laboratory,hospital,zombie,brutality,church,violence,rage,epidemic,cult film,military,virus,waking from coma,animal research"
1562,28 Weeks Later,Horror,Thriller,Science Fiction,,,6.6,"london, england,sibling relationship,loss of loved one,mutant,pest,dying and death,chaos,survivor,supernatural,survival,on the run,zombie,escapade,virus,plague,female corpse,deadly,chases and races,chaos and mayham"
86703,2-Headed Shark Attack,Horror,Action,Thriller,Science Fiction,,4,"monster,animal attack,shark"
489064,3 from Hell,Horror,,,,,5.9,"prisoner,clown,sadism,sequel,profanity,murder,violence,death,firefly,villains,rejects"
16314,3 Ninjas,Family,Action,Adventure,Comedy,,5.8,"sibling relationship,hero,rivalry,rescue,family,escapade,save the day,young heroes,teachers and students,teaching the ways of the world,eccentric family,vigilantism,heroic mission,power relations,laxative"
18885,3 Ninjas Kick Back,Family,Adventure,Action,Comedy,,5.3,"underdog,sibling relationship,hero,friendship,treasure hunt,friends,revenge,rivalry,escapade,young heroes,vigilantism,heroic mission,buddies,master villain,master warrior,contests and competitions"
32302,3 Ninjas: High Noon at Mega Mountain,Family,Action,Comedy,,,4.6,"sibling relationship,hostage,hero,rivalry,family,escapade,save the day,young heroes,eccentric family,vigilantism,heroic mission,buddies,daring rescue,master villain"
4513,30 Days of Night,Horror,Thriller,,,,6.3,"sunrise,winter,vampire,marriage crisis,alaska,based on graphic novel,blizzard,blood lust,polar night"
42941,30 Days of Night: Dark Days,Horror,Thriller,,,,4.9,"hero,vampire,supernatural,revenge,rivalry,violence,interrogation,wrist slitting,coughing blood,burnt body,corrupt agent,death of husband,escapade,imaginary,deadly,chases and races,mind and soul,track down"
564082,30 Miles from Nowhere,Horror,Comedy,,,,4.2,cabin in the woods
62206,30 Minutes or Less,Action,Adventure,Comedy,,,5.7,"pizza delivery,pizza boy,aftercreditsstinger"
20609,"30,000 Leagues Under The Sea",Action,Adventure,Science Fiction,,,3.7,"submarine,squid,robot"
654403,30/30 Vision: Three Decades of Strand Releasing,Comedy,Science Fiction,Drama,,,6.5,anthology
1271,300,Action,Adventure,War,,,7.1,"evisceration,javelin,shield,army,ancient world,based on graphic novel,ancient greece,s.a.t.,minions,warrior,sparta greece,5th century bc"
53182,300: Rise of an Empire,Action,Drama,,,,6.1,"based on graphic novel,ancient greece,duringcreditsstinger,sea battle,hand to hand combat,minions,naval warfare,sparta greece,5th century bc"
12138,3000 Miles to Graceland,Comedy,Action,Adventure,Crime,Thriller,5.8,"prison,casino,robbery,submachine gun,mass murder,kidnapping,elvis presley,betrayal,trial,disguise,death,duringcreditsstinger"
284564,31,Horror,Thriller,Mystery,,,5.3,"nazi,clown,carnival,ax,sadism,survival,chainsaw,maniac,game,betting,killer clown,satanic,midget"
639798,32 Malasana Street,Horror,,,,,6.7,"ghost story,ghost"
342927,3-Headed Shark Attack,Science Fiction,Action,Horror,,,4,"monster,mutation,shark attack,machete,shark,mutant animal,three headed creature,booze cruise"
512936,4/20 Massacre,Horror,Action,,,,6.3,"bigfoot,hairy"
86820,4:44 Last Day on Earth,Drama,Science Fiction,,,,4.8,"artist,end of the world,apocalypse,apartment,actor"
332502,400 Days,Mystery,Science Fiction,Thriller,,,4.3,"spacecraft,experiment,simulation,space,astronaut"
615017,47 Hours to Live,Thriller,Horror,,,,6.8,"apparition,violent death,cell phone,demonic spirit"
403119,47 Meters Down,Horror,Drama,Thriller,Adventure,,5.8,"diving,sibling relationship,shark attack,cage,shark,trapped underwater "
480105,47 Meters Down: Uncaged,Horror,,,,,5.7,"diving,mexico,shark attack,altar,animal attack,maya civilization,water monster,sequel,scuba diving,teenage girl,underwater,shark,great white shark,ruins,eaten by animal,cave diving"
64686,47 Ronin,Drama,Action,Adventure,Fantasy,,6.1,"japan,suicide,samurai,based on a true story,revenge,samurai sword,ronin,shogun,half breed"
150,48 Hrs.,Thriller,Action,Comedy,Crime,Drama,6.7,"prison,knife,convict,tough cop,fake fight"
362046,4Got10,Action,,,,,5.3,"amnesia,cocaine,dirty cop,million in cash"
460218,5 Headed Shark Attack,Horror,Science Fiction,,,,3.5,"monster,mutant,shark,puerto rico"
172767,500 MPH Storm,Action,Science Fiction,TV Movie,Adventure,Drama,5.4,"experiment,tornado,hurricane,scientist,nuclear reactor"
57812,51,Science Fiction,Horror,,,,4.2,"horror,cover-up,ufo,alien,conspiracy,area 51"
10251,5ive Girls,Horror,Thriller,,,,5.1,"approved school ,girls' boarding school,little girl,demon,super power"
352548,5th Passenger,Science Fiction,TV Movie,,,,4.8,"class warfare,alien creature,escape pod"
347984,6 Days,Action,Drama,History,Thriller,,6,"london, england,based on a true story,iran,hostage situation,hostage negotiator,1980s,elite squad,england history"
41505,6 Souls,Horror,Mystery,Thriller,,,5.9,"grave,forest,faith,supernatural,murder,flashback,fear,psychiatrist,surgery,catholicism,multiple personality,witch doctor"
458679,626 Evolution,Action,Science Fiction,,,,5.2,"amnesia,telekinesis,teenage girl,thug,government agent,found footage,hunted,cartel,silenced,assaulted,true identity,superhuman abilities,corporate conspiracy"
522438,6-Headed Shark Attack,Action,Horror,Science Fiction,TV Movie,,4.7,"monster,mutant,shark attack,sequel,shark"
127847,7 Boxes,Action,Thriller,,,,6.8,woman director
409582,7 Guardians of the Tomb,Action,Adventure,Horror,,,5.3,"china,sandstorm,giant spider,spider,chinese,tomb,spider web,archaeological expedition"
83473,7 Nights Of Darkness,Horror,,,,,3.9,"asylum,paranormal,haunting,found footage"
9721,7 Seconds,Action,Crime,Thriller,,,5.5,"hostage,kidnapping,gangster,hold-up robbery,chase,wretch,police,partner,rivalry,heist,shootout,one man army,bucharest,pretty woman,crime gone awry,disorder,dishonesty,chases and races,daring rescue,criminal heroes,tough heroes,confined"
452895,7 Witches,Horror,Thriller,,,,4.8,"sibling relationship,witch,military base,wedding,lgbt"
252178,'71,Thriller,Action,Drama,War,,6.8,"1970s,riot,survival,soldier,ira (irish republican army),explosion,violence,ireland,combat,belfast, north ireland,street,abandoned"
509585,7500,Action,Drama,Thriller,,,6,"kidnapping,pilot,flight,flight attendant,attentat,prise d'otages"
86718,7Aum Arivu,Action,Science Fiction,Thriller,,,6.6,"buddhism,martial arts,kung fu,biological weapon,hinduism,ancient china,biological warfare,virus,ancient india,bodhidarma,tamil dynasty,kalaripayattu"
307479,88,Thriller,Action,,,,5.3,"diner,woman director"
753937,8ight After,Horror,,,,,6,"married couple,haunted house,supernatural,possession,paranormal,ghost,found footage,paranormal activity,youtuber,vlogger,security video,demonic,demonic spirit,mysterious object"
98622,9,Animation,Science Fiction,,,,7.1,"fight,trap,end of world,rag doll,short"
12244,9,Action,Adventure,Animation,Science Fiction,Thriller,6.8,"man vs machine,hope,post-apocalyptic future,dystopia,friendship,steampunk,coward,end of world,rag doll"
142391,95ers: Time Runners,Thriller,Science Fiction,,,,4,fbi
446594,96 Souls,Drama,Mystery,Science Fiction,Thriller,,5.3,"homelessness,light,independent film,vision,spiritual,science,researcher,goggles,aroma"
50162,964 Pinocchio,Horror,Science Fiction,,,,5.8,"japan,cyborg,cult,gore,memory loss,cyberpunk,robot,violence,arthouse,metamorphosis,vomiting,psychotronic,japanese cyberpunk,sex slave,japanese,pinocchio,sci-fi"
24038,976-EVIL,Horror,,,,,4.9,"killer,super power,satanic"
28751,976-EVIL 2,Horror,,,,,4.7,telephone call
5486,A Bay of Blood,Horror,Thriller,,,,6.7,"suicide,mass murder,wheelchair,ax,psychopath,murder,squid,gore,serial killer,skinny dipping,maniac,violence,axe murder,video nasty,proto-slasher"
386826,A Beginner's Guide to Snuff,Comedy,Horror,,,,4.6,snuff
11471,A Better Tomorrow,Action,Crime,Drama,,,7.5,"prison,sibling relationship,snake,conciliation,observer,arrest,triade,revenge,counterfeit,hong kong,police officer"
11344,A Bittersweet Life,Action,Drama,Crime,,,7.6,"buried alive,handlanger,revenge,fugitive,extramarital affair"
4917,A Boy and His Dog,Drama,Science Fiction,Comedy,,,6.3,"telepathy,decoy,post-apocalyptic future,dystopia,dog,desert,cult film,boy and dog,impregnation"
22642,A Bucket of Blood,Comedy,Horror,,,,6.5,"talent,artist,sculpture,beatnik,murder,cult film,proto-slasher"
219250,A Certain Magical Index: The Miracle of Endymion,Action,Drama,Comedy,Fantasy,Science Fiction,6,anime
30421,A Chinese Ghost Story,Fantasy,Action,,,,7.3,"horror,rescue,elope,monsters of the wild,hell storming,spirit"
743151,A Christmas Cancellation,Drama,Science Fiction,Fantasy,,,0,"television,alternate reality,fantasy life"
311539,A Christmas Horror Story,Horror,Fantasy,,,,5.7,"santa claus,christmas"
185,A Clockwork Orange,Science Fiction,Drama,,,,8.2,"london, england,street gang,robbery,sexuality,based on novel or book,parent child relationship,great britain,nihilism,social worker,society,dystopia,psychopath,satire,controversial,violence,juvenile delinquent,cult film,sex crime,futuristic society,teenage protagonist"
108726,A Common Man,Action,Thriller,,,,6.2,"terrorist,threat,bomb planting,terrorist plot"
134126,A Company Man,Drama,Action,,,,6.8,"revenge,singer,organized crime,guilt"
340837,A Cure for Wellness,Horror,Mystery,Science Fiction,Thriller,,6.3,"switzerland,mountain,therapist,health,darkness,wellness,employee,patient,spa,violence,drugs,remote,swiss alps,treatment,cure,accident,wellness center,institute,incertitude"
409297,A Dark Song,Horror,Drama,Fantasy,Mystery,,6.2,"angel,loss of loved one,black magic,ritual,supernatural,mansion,demon,alcoholic,occult,ghost,isolated house,salt,summoning spell,loss of child"
138376,A Dark Truth,Action,Thriller,,,,5.6,"corruption,water purification,epiphany,ecuador,natural resources,field agent,water conflict,eco thriller"
440397,A Demon Within,Horror,Drama,Romance,,,4.5,possession
23538,A Dirty Carnival,Crime,Drama,Action,,,7,"gangster,fistfight,kick boxing"
101519,A Fantastic Fear of Everything,Comedy,Thriller,Horror,,,5.7,"paranoia,holiday season,personal demons"
680295,A Feral World,Drama,Horror,Science Fiction,,,6.6,"coming of age,post apocalyptic,indie film"
179111,A Field in England,Drama,History,Horror,Thriller,,6.4,"madness,ghost,english civil war,17th century"
252171,A Girl Walks Home Alone at Night,Horror,Romance,,,,6.9,"vampire,loneliness,prostitution,city,drugs,iranian,woman director"
47964,A Good Day to Die Hard,Action,Thriller,,,,5.3,"bomb,cia,russia,escape,courthouse,agent,rogue,moscow, russia"
530,A Grand Day Out,Adventure,Animation,Comedy,Science Fiction,Family,7.4,"moon,inventor,missile,cheese,stop motion,robot,dog,ski,claymation,plasticine"
269494,A Hard Day,Action,Crime,Thriller,,,7,"anti hero,gangster,funeral,police,hit-and-run,murder,organized crime,police corruption,police inspector"
139038,A Haunted House,Comedy,Horror,,,,5.7,"ghostbuster,haunted house,parody,crude humor,spoof,horror spoof,fake documentary,demonic possession,found footage,paranormal activity,duringcreditsstinger,horror parody"
184345,A Haunted House 2,Comedy,Horror,,,,6,"exorcism,haunted house,evil doll,parody,paranormal,spoof,horror spoof,demonic possession,horror parody"
197919,A Haunting at Silver Falls,Horror,Thriller,,,,4.8,"serial killer,twins,justice,ghost,wrongful conviction"
44950,A Horrible Way to Die,Horror,Thriller,Drama,,,5.2,"revenge,serial killer,mind game"
37108,A Kid in King Arthur's Court,Adventure,Fantasy,Comedy,Science Fiction,Family,4.7,"earthquake,camelot,time travel,king arthur,kids,medieval,6th century"
24793,A Knight in Camelot,Adventure,Fantasy,Comedy,Science Fiction,Family,5.5,"experiment,time travel,knight,king arthur,anachronism"
9476,A Knight's Tale,Adventure,Drama,Romance,Action,,6.8,"london, england,poetry,rivalry,knight,tournament,duel,torture,writer,impostor,church,game,jousting,medieval,aftercreditsstinger"
90118,A Little Bit Zombie,Science Fiction,Comedy,Horror,,,5.3,zombie
63025,A Lizard in a Woman's Skin,Mystery,Thriller,Horror,,,6.7,"london, england,rape,orgy,nightmare,lsd,murder,whodunit,cult film"
81390,A Lonely Place to Die,Adventure,Action,Thriller,Crime,,6,"scotland,kidnapping,wilderness,mountaineer,hiking,climbing"
8409,A Man Apart,Action,Drama,,,,6.1,"loss of loved one,repayment,arbitrary law,cop"
656676,A Mermaid for Christmas,Romance,Fantasy,Crime,Science Fiction,Mystery,1,"gold,shortage of money,mermaid,princess,love,christmas,past lives"
19075,A Midsummer Night's Dream,Fantasy,Comedy,Science Fiction,Romance,,6.6,"athens, greece"
17263,A Murder of Crows,Thriller,Action,Crime,,,6,"louisiana,murder,lawyer,killer"
183149,A Near Death Experience,TV Movie,Mystery,Drama,Horror,,5.1,"psychic power,murder,ghost"
10971,A Night to Remember,Drama,Action,History,,,7.6,"atlantic ocean,iceberg,ship,titanic,based on a true story,survival,disaster,1910s"
377,A Nightmare on Elm Street,Horror,,,,,7.3,"child murder,dream,sleep,nightmare,supernatural,slasher,teenager,trapped,alcoholic,boiler room,booby trap,disfigurement,medical test"
23437,A Nightmare on Elm Street,Horror,Mystery,Thriller,,,5.5,"dream,pedophilia,supernatural,remake,revenge,slasher,reboot,franchise"
10072,A Nightmare on Elm Street 3: Dream Warriors,Horror,Thriller,,,,6.6,"dream,group therapy,nightmare,hypnosis,trapped,alcoholic,mental illness,catholicism,disfigurement,sleepwalking,mental hospital,psychotherapist"
10131,A Nightmare on Elm Street 4: The Dream Master,Horror,Thriller,,,,5.8,"martial arts,dream,nightmare,supernatural,high school,resurrection,sequel,diner,alcoholic,disfigurement"
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,,,,,5.8,"fire,dream,diary,nightmare,haunted house,transformation,supernatural,high school,party,possession,premonition,spontaneous combustion,bdsm,school bus,disfigurement,sleepwalking"
10160,A Nightmare on Elm Street: The Dream Child,Horror,Thriller,,,,5.4,"nun,baby,monster,dream,asylum,nightmare,pregnancy,supernatural,resurrection,vision,torture,birth,disfigurement,fetus,womb"
636879,A Nun's Curse,Horror,,,,,5,killer nun
448776,A Prayer Before Dawn,Drama,Action,Crime,,,6.7,"prison,based on novel or book,prisoner,thailand,biography,based on a true story,muay thai,kick boxing,based on memoir or autobiography,drugs,outsider,boxing,thai boxing,ladyboy,chiang mai"
447332,A Quiet Place,Horror,Drama,Science Fiction,,,7.3,"deaf,fireworks,pregnancy,post-apocalyptic future,alien life-form,child in peril,alien invasion,parenting,survival horror,psychological horror,human vs alien,sign languages"
520763,A Quiet Place Part II,Drama,Science Fiction,Thriller,,,0,"deaf,post-apocalyptic future,alien life-form,alien,child in peril,psychological thriller,alien invasion,parenting,survival horror,alien monster,human vs alien,sign languages,alien attack"
27740,A Return to Salem's Lot,Horror,Comedy,,,,4.8,"vampire,new england"
3509,A Scanner Darkly,Animation,Science Fiction,Thriller,,,6.8,"schizophrenia,california,detective,based on novel or book,dream,undercover,cocaine,brain,exam,future,dystopia,assignment,cyberpunk,drugs,surveillance,totalitarian,corporation,substance,condition,neo-noir"
73861,A Serbian Film,Crime,Horror,Thriller,,,5.5,"pornography,rape,sexual abuse,underworld,pedophilia,perversity,mask,masochism,snuff,sadism,necrophilia,insanity,sadomasochism,porn star,murder,statutory rape,sexual violence,fear,brutality,violence,evil"
233833,A Slice of Terror,Comedy,Horror,,,,4,"therapist,pizza delivery,lgbt"
25744,A Slit-Mouthed Woman,Horror,,,,,5.9,"childhood trauma,horror,remake"
10077,A Sound of Thunder,Thriller,Science Fiction,Adventure,Action,,4.7,"dying and death,time travel,romance,cloning,dinosaur,based on short story,alternate timeline,changing the past or future,allosaurus,butterfly effect,evil scientist"
42425,A spasso nel tempo,Adventure,Comedy,Science Fiction,,,5.3,"time travel,time machine"
4552,A Tale of Two Sisters,Drama,Horror,Mystery,,,7.1,"loss of loved one,amnesia,step mother,sister,horror,tragedy,vengeful ghost"
437068,A Taxi Driver,Drama,History,Action,,,8.2,"taxi,taxi driver,protest,based on a true story,democracy,historical event,1980s,gwangju uprising,gwangju,democratization movement"
44154,A Touch of Zen,Action,Adventure,,,,7.9,"buddhism,martial arts,mountain village,zen,wuxia,bamboo,14th century"
202327,A Town Has Turned to Dust,Thriller,Science Fiction,,,,6,"sheriff,futuristic,desert"
775,A Trip to the Moon,Adventure,Fantasy,Science Fiction,,,8,"moon,based on novel or book,satire,astronomer,silent film,scientific expedition,space adventure,early cinema,selenite,short,fantasy adventure"
35614,A Troll in Central Park,Fantasy,Animation,Science Fiction,Family,,5,"cave,queen,troll"
707,A View to a Kill,Adventure,Action,Thriller,,,6.1,"paris, france,london, england,france,england,san francisco, california,horse race,fire,helicopter,drug abuse,terrorist,secret identity,fire engine,villain,ascot,silicon valley,zeppelin,earthquake,snowboarding,microchip,doping,racehorse,flooding,pipeline,snow,british secret service,snow skiing,firefighter"
710217,A Werewolf in England,Horror,,,,,5.8,"victorian england,werewolf,criminal"
